          (   2,    0) (   2,    3) (   2,    5) (   2,    3) (   2,    5) (   2,    1) (   2,    0) (   2,    1) (   2,    3) (   2,    5)
          (   2,    0) (   2,    4) (   2,    8) (   2,    0) (   2,    3) (   2,    5) (   2,    6) (   2,    0) (   2,    5) (   2,    1)
          (   2,    0) (   2,    1) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    3) (   2,    5) (   2,    1)
          (   2,    0) (   2,    5) (   2,    3) (   2,    1) (   2,    5) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    3)
          (   2,    0) (   2,    0) (   2,    0) (   2,    3) (   2,    5) (   2,    0) (   2,    3) (   2,    3) (   2,    0) (   2,    3)
          (   2,    1) (   2,    1) (   2,    0) (   2,    1) (   2,    3) (   2,    0) (   2,    0) (   2,    1) (   2,    3) (   2,    3)
          (   2,    5) (   2,    0) (   2,    6) (   2,    0) (   2,    5) (   2,    0) (   2,    5) (   2,    1) (   2,    0) (   2,    1)
          (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    5) (   2,    3) (   2,    5) (   2,    5) (   2,    0) (   2,    1)
          (   2,    5) (   2,    0) (   2,    1) (   2,    5) (   2,    1) (   2,    4) (   2,    0) (   2,    5) (   2,    1) (   2,    3)
          (   2,    0) (   2,    3) (   2,    5) (   2,    3) (   2,    0) (   2,    3) (   2,    6) (   2,    0) (   2,    0) (   2,    0)
          (   2,    5) (   2,    1) (   2,    0) (   2,    1) (   2,    3) (   2,    5) (   2,    0) (   2,    4) (   2,    8) (   2,    0)
          (   2,    5) (   2,    0) (   2,    2) (   2,    1) (   2,    0) (   2,    3) (   2,    0) (   2,    1) (   2,    5) (   2,    0)
          (   2,    0) (   2,    0) (   2,    0) (   2,    3) (   2,    5) (   2,    1) (   2,    0) (   2,    0) (   2,    3) (   2,    5)
          (   2,    4) (   2,    5) (   2,    0) (   2,    1) (   2,    1) (   2,    3) (   2,    0) (   2,    0) (   2,    0) (   2,    3)
          (   2,    5) (   2,    0) (   2,    6) (   2,    1) (   2,    0) (   2,    3) (   2,    5) (   2,    3) (   2,    0) (   2,    6)
          (   2,    3) (   2,    0) (   2,    0) (   2,    1) (   2,    3) (   2,    3) (   2,    5) (   2,    0) (   2,    2) (   2,    0)
          (   2,    3) (   2,    0) (   2,    3) (   2,    0) (   2,    0) (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    0)
          (   2,    5) (   2,    3) (   2,    6) (   2,    0) (   2,    5) (   2,    5) (   2,    0) (   2,    5) (   2,    0) (   2,    0)
          (   2,    1) (   2,    4) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    3) (   2,    5) (   2,    3)
          (   2,    5) (   2,    5) (   2,    6) (   2,    3) (   2,    0) (   2,    0) (   2,    3) (   2,    1) (   2,    0) (   2,    1)
         
node   1 sent_total   1351  recv_total   1341

node   2  (   1,    0) (   0,    0) (   2,    2) (   2,    2) (   2,    0) (   2,    1) (   2,    4) (   2,    2) (   2,    3) (   2,    0)
          (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    2) (   2,    7) (   2,    3) (   2,    3) (   2,    5) (   2,    0)
          (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    0)
          (   2,    5) (   2,    5) (   2,    4) (   2,    5) (   2,    0) (   2,    0) (   2,    3) (   2,    0) (   2,    5) (   2,    3)
          (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    2) (   2,    2) (   2,    7) (   2,    8) (   2,    0)
          (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    1) (   2,    0) (   2,    2) (   2,    0)
          (   1,    0) (   2,    3) (   2,    3) (   2,    8) (   2,    2) (   2,    0) (   2,    1) (   2,    0) (   2,    1) (   2,    0)
          (   2,    0) (   1,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    6) (   2,    0) (   2,    2) (   2,    6)
          (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    6) (   1,    0) (   2,    6) (   2,    0) (   0,    0) (   2,    2)
          (   2,    0) (   1,    2) (   2,    0) (   2,    0) (   2,    7) (   1,    4) (   2,    3) (   2,    0) (   1,    0) (   1,    5)
          (   2,    5) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   1,    0) (   1,    0) (   2,    1) (   2,    1) (   1,    4)
          (   1,    0) (   1,    4) (   1,    2) (   2,    0) (   2,    5) (   1,    4) (   2,    0) (   2,    2) (   2,    1) (   1,    1)
          (   2,    3) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    5) (   1,    2) (   2,    3)
          (   2,    0) (   2,    0) (   2,    3) (   2,    0) (   1,    0) (   1,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    0)
          (   2,    4) (   2,    3) (   2,    1) (   2,    5) (   2,    4) (   2,    0) (   2,    7) (   1,    0) (   2,    4) (   2,    5)
          (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   1,    5) (   2,    0) (   2,    0) (   2,    1) (   2,    8)
          (   2,    3) (   2,    4) (   2,    0) (   2,    1) (   2,    1) (   2,    1) (   2,    4) (   2,    0) (   2,    0) (   1,    0)
          (   1,    0) (   2,    1) (   2,    3) (   2,    0) (   0,    1) (   2,    5) (   2,    3) (   2,    0) (   2,    3) (   2,    0)
          (   2,    0) (   2,    0) (   2,    1) (   2,    3) (   2,    0) (   1,    3) (   2,    5) (   1,    0) (   2,    0) (   2,    0)
          (   1,    3) (   2,    5) (   2,    3) (   2,    0) (   2,    6) (   2,    0) (   1,    0) (   1,    0) (   2,    0) (   2,    0)
          (   2,    0) (   2,    5) (   1,    0) (   2,    3) (   2,    0) (   2,    4) (   2,    1) (   2,    5) (   2,    2) (   2,    2)
          (   2,    1) (   2,    1) (   2,    0) (   2,    5) (   2,    1) (   2,    0) (   1,    2) (   2,    1) (   2,    0) (   2,    0)
          (   1,    0) (   2,    1) (   1,    1) (   2,    4) (   2,    2) (   1,    0) (   2,    0) (   2,    0) (   2,    1) (   1,    3)
          (   2,    0) (   2,    0) (   1,    4) (   2,    0) (   2,    0) (   2,    0) (   2,    4) (   2,    0) (   2,    0) (   2,    5)
          (   2,    4) (   2,    0) (   2,    0) (   1,    0) (   1,    0) (   1,    3) (   2,    3) (   2,    5) (   1,    0) (   2,    0)
          (   2,    0) (   2,    4) (   2,    0) (   2,    0) (   2,    1) (   1,    7) (   2,    3) (   2,    4) (   2,    0) (   2,    0)
          (   2,    1) (   2,    3) (   2,    5) (   2,    8) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    2) (   2,    0)
          (   2,    0) (   2,    5) (   2,    3) (   1,    0) (   2,    1) (   1,    0) (   2,    0) (   2,    6) (   1,    3) (   2,    1)
          (   1,    0) (   2,    3) (   1,    3) (   2,    0) (   1,    0) (   2,    0) (   2,    2) (   2,    4) (   2,    3) (   2,    0)
          (   1,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   1,    0) (   1,    5) (   2,    0) (   2,    3)
          (   2,    0) (   2,    5) (   2,    1) (   2,    5) (   2,    3) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    8)
          (   2,    0) (   2,    0) (   2,    3) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    5)
          (   2,    8) (   2,    3) (   2,    0) (   2,    5) (   2,    3) (   2,    4) (   2,    5) (   2,    0) (   2,    5) (   2,    0)
          (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    1) (   2,    5) (   2,    4) (   2,    0) (   2,    0) (   2,    0)
          (   2,    5) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0)
          (   2,    1) (   2,    8) (   2,    3) (   2,    6) (   2,    2) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    0)
          (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    2) (   2,    0) (   2,    6) (   2,    5) (   2,    3) (   2,    0)
          (   2,    3) (   2,    3) (   2,    5) (   2,    0) (   2,    0) (   2,    3) (   2,    0) (   2,    3) (   2,    1) (   2,    0)
          (   2,    0) (   2,    0) (   2,    4) (   2,    5) (   2,    3) (   2,    0) (   2,    5) (   2,    0) (   2,    1) (   2,    5)
          (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    3) (   2,    0) (   2,    5) (   2,    1) (   2,    5)
          (   2,    3) (   2,    5) (   2,    0) (   2,    3) (   2,    0) (   2,    0) (   2,    4) (   2,    3) (   2,    3) (   2,    1)
          (   2,    0) (   2,    0) (   2,    0) (   2,    3) (   2,    1) (   2,    5) (   2,    8) (   2,    4) (   2,    0) (   2,    0)
          (   2,    0) (   2,    1) (   2,    0) (   2,    3) (   2,    5) (   2,    0) (   2,    3) (   2,    0) (   2,    1) (   2,    0)
          (   2,    1) (   2,    5) (   2,    4) (   2,    3) (   2,    1) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    3)
          (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    1) (   2,    8) (   2,    3) (   2,    2)
          (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    2) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    1)
          (   2,    0) (   2,    0) (   2,    6) (   2,    5) (   2,    3) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    3)
          (   2,    3) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    4) (   2,    5)
          (   2,    3) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    3) (   2,    6) (   2,    0) (   2,    0) (   2,    5)
          (   2,    0) (   2,    3) (   2,    0) (   2,    5) (   2,    1) (   2,    5) (   2,    3) (   2,    1) (   2,    1) (   2,    3)
          (   2,    1) (   2,    5) (   2,    3) (   2,    5) (   2,    3) (   2,    1) (   2,    0) (   2,    0) (   2,    5) (   2,    3)
          (   2,    1) (   2,    5) (   2,    8) (   2,    1) (   2,    5) (   2,    3) (   2,    3) (   2,    1) (   2,    3) (   2,    0)
          (   2,    1) (   2,    0) (   2,    3) (   2,    0) (   2,    1) (   2,    0) (   2,    1) (   2,    5) (   2,    4) (   2,    0)
          (   2,    0) (   2,    4) (   2,    6) (   2,    0) (   2,    3) (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    5)
          (   2,    0) (   2,    0) (   2,    1) (   2,    6) (   2,    3) (   2,    0) (   2,    5) (   2,    5) (   2,    1) (   2,    5)
          (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    6) (   2,    5)
          (   2,    3) (   2,    1) (   2,    2) (   2,    1) (   2,    2) (   2,    0) (   2,    2) (   2,    0) (   2,    0) (   2,    0)
          (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    4) (   2,    5) (   2,    3) (   2,    3) (   2,    1) (   2,    0)
          (   2,    3) (   2,    0) (   2,    0) (   2,    3) (   2,    0) (   2,    5) (   2,    0) (   2,    3) (   2,    0) (   2,    5)
          (   2,    1) (   2,    5) (   2,    3) (   2,    5) (   2,    1) (   2,    5) (   2,    3) (   2,    0) (   2,    0) (   2,    1)
          (   2,    3) (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    3) (   2,    1) (   2,    5) (   2,    8) (   2,    1)
          (   2,    2) (   2,    1) (   2,    5) (   2,    0) (   2,    1) (   2,    5) (   2,    1) (   2,    0) (   2,    3) (   2,    0)
          (   2,    1) (   2,    0) (   2,    1) (   2,    5) (   2,    4) (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    3)
          (   2,    5) (   2,    3) (   2,    0) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    1) (   2,    6)
          (   2,    3) (   2,    0) (   2,    3) (   2,    0) (   2,    0) (   2,    5) (   2,    3) (   2,    5) (   2,    0) (   2,    3)
          (   2,    5) (   2,    0) (   2,    0) (   2,    0) (   2,    6) (   2,    5) (   2,    3) (   2,    1) (   2,    5) (   2,    0)
          (   2,    5) (   2,    0) (   2,    5) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    0)
          (   2,    4) (   2,    5) (   2,    3) (   2,    0) (   2,    3) (   2,    4) (   2,    0) (   2,    3) (   2,    1) (   2,    0)
          (   2,    0) (   2,    5) (   2,    0) (   2,    3) (   2,    0) (   2,    1) (   2,    1) (   2,    5) (   2,    3) (   2,    5)
          (   2,    3) (   2,    3) (   2,    3) (   2,    5) (   2,    0) (   2,    0) (   2,    5) (   2,    0) (   2,    0) (   2,    0)
         
node   2 sent_total   1345  recv_total   1297

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   2,    2) (   2,    4) (   2,    4) (   2,    0) (   2,    1) (   2,    0)
          (   2,    7) (   2,    0) (   2,    0) (   2,    3) (   2,    7) (   2,    8) (   2,    2) (   2,    0) (   2,    8) (   2,    0)
          (   2,    0) (   2,    0) (   2,    2) (   2,    1) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    2)
          (   2,    7) (   2,    1) (   2,    6) (   2,    3) (   2,    2) (   2,    0) (   2,    0) (   2,    2) (   2,    3) (   2,    0)
          (   2,    1) (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    9) (   2,    7) (   2,    8) (   2,    1) (   2,    1)
          (   2,    1) (   2,    1) (   2,    0) (   1,    8) (   2,    0) (   1,    0) (   2,    6) (   2,    0) (   2,    0) (   2,    0)
          (   2,    0) (   1,    3) (   2,    5) (   2,    1) (   2,    2) (   1,    0) (   1,    0) (   2,    1) (   2,    5) (   2,    0)
          (   0,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    2) (   1,    5) (   2,    8)
          (   2,    0) (   2,    0) (   2,    0) (   2,    2) (   2,    8) (   1,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0)
          (   2,    0) (   1,    6) (   2,    0) (   2,    1) (   2,    7) (   2,    3) (   2,    0) (   2,    0) (   2,    0) (   2,    1)
          (   2,    1) (   2,    1) (   2,    1) (   1,    0) (   1,    0) (   2,    0) (   1,    0) (   0,    5) (   2,    4) (   2,    1)
          (   2,    6) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    7) (   1,    0) (   2,    0) (   2,    4) (   2,    7)
          (   1,    0) (   2,    5) (   2,    0) (   2,    0) (   1,    0) (   2,    8) (   2,    7) (   2,    1) (   2,    0) (   2,    2)
          (   2,    7) (   2,    0) (   2,    0) (   2,    6) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0)
          (   2,    1) (   2,    1) (   2,    6) (   2,    1) (   2,    6) (   1,    0) (   1,    1) (   2,    5) (   1,    6) (   2,    1)
          (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   1,    0) (   1,    1) (   2,    1) (   2,    1) (   2,    6) (   2,    1)
          (   2,    1) (   1,    1) (   1,    0) (   1,    0) (   2,    5) (   1,    6) (   2,    1) (   2,    6) (   2,    0) (   1,    0)
          (   2,    0) (   2,    6) (   2,    0) (   2,    1) (   2,    6) (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    7)
          (   1,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    1)
          (   2,    5) (   1,    1) (   2,    0) (   2,    6) (   1,    7) (   2,    1) (   1,    0) (   2,    0) (   1,    1) (   1,    0)
          (   2,    0) (   2,    1) (   2,    1) (   1,    0) (   2,    0) (   2,    2) (   2,    8) (   2,    1) (   1,    0) (   2,    0)
          (   2,    7) (   1,    4) (   2,    0) (   2,    1) (   2,    7) (   2,    1) (   1,    0) (   2,    5) (   2,    0) (   2,    0)
          (   2,    0) (   2,    8) (   2,    6) (   2,    1) (   2,    0) (   2,    7) (   2,    0) (   2,    1) (   2,    7) (   2,    0)
          (   1,    0) (   2,    1) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    7) (   2,    0)
          (   2,    6) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    1) (   2,    1) (   2,    1) (   2,    0)
          (   2,    0) (   2,    1) (   2,    1) (   1,    1) (   2,    5) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   1,    0)
          (   2,    6) (   2,    1) (   2,    1) (   1,    1) (   1,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    1)
          (   2,    6) (   2,    8) (   2,    0) (   2,    1) (   2,    6) (   2,    0) (   1,    0) (   2,    1) (   2,    0) (   2,    6)
          (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   1,    0) (   2,    6) (   2,    1) (   2,    0) (   1,    0)
          (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   1,    0) (   2,    0) (   2,    0) (   2,    0)
          (   2,    0) (   2,    1) (   2,    8) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    8) (   2,    0) (   2,    1)
          (   2,    1) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    8) (   2,    7) (   2,    1)
          (   2,    1) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    7) (   2,    1) (   2,    0) (   2,    1) (   2,    1)
          (   2,    0) (   2,    0) (   2,    7) (   2,    1) (   2,    7) (   2,    1) (   2,    7) (   2,    0) (   2,    0) (   2,    0)
          (   2,    1) (   2,    1) (   2,    1) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    1)
          (   2,    7) (   2,    1) (   2,    1) (   2,    7) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    0)
          (   2,    0) (   2,    0) (   2,    0) (   2,    6) (   2,    0) (   2,    1) (   2,    8) (   2,    2) (   2,    0) (   2,    0)
          (   2,    1) (   2,    6) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    7) (   2,    0)
          (   2,    0) (   2,    1) (   2,    7) (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    7) (   2,    1)
          (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    2) (   2,    8) (   2,    1)
          (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    7)
          (   2,    0) (   2,    0) (   2,    0) (   2,    1) (   2,    7) (   2,    1) (   2,    1) (   2,    7) (   2,    0) (   2,    0)
          (   2,    0) (   2,    8) (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    1)
          (   2,    7) (   2,    1) (   2,    7) (   2,    1) (   2,    7) (   2,    0) (   2,    7) (   2,    7) (   2,    1) (   2,    1)
          (   2,    1) (   2,    0) (   2,    0) (   2,    1) (   2,    1) (   2,    1) (   2,    7) (   2,    1) (   2,    0) (   2,    0)
          (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    1) (   2,    1) (   2,    0) (   2,    0) (   2,    0) (   2,    7)
          (   2,    0) (   2,    1) (   2,    8) (   2,    2) (   2,    0) (   2,    0) (   2,    0) (   2,    2) (   2,    0) (   2,    0)
          (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    1) (   2,    7) (   2,    1)
          (   2,    0) (   2,    0) (   2,    1) (   2,    0) (   2,    1) (   2,    1) (   2,    8) (   2,    0) (   2,    0) (   2,    1)
          (   2,    1) (   2,    0) (   2,    0) (   2,    2) (   2,    8) (   2,    1) (   2,    0) (   2,    7) (   2,    7) (   2,    0)
          (   2,    7) (   2,    1) (   2,    1) (   2,    1) (   2,    0) (   2,    7) (   2,    0) (   2,    0) (   2,    1) (   2,    1)
          (   2,    7) (   2,    1) (   2,    1) (   2,    6) (   2,    1) (   2,    0) (   2,    0) (   2,    7) (   2,    0) (   2,    1)
          (   2,    7) (   2,    0) (   2,    0) (   2,    0) (   2,    7) (   2,    1) (   2,    7) (   2,    1) (   2,    7) (   2,    0)
